Comment,Cleaned,Sentiment,Score
Kis ko shinchan psnd hai 😂 like and subscribe🎉,kis ko shinchan psnd hai like subscribe,positive,0.21672
8:53 😂😂😂,8 53,neutral,0.0
Gourav zone bhai is rajat bedi 😂😂😂😂,gourav zone bhai rajat bedi,neutral,0.0
After long time Ashish and his team with same dialoughs😊😂,long time ashish team dialoughs,neutral,-0.020000000000000004
Gourav zone best,gourav zone best,positive,0.7821400000000001
🤣🤣,,neutral,0.0
Bhai PUC expire ho gaya hai 😅,bhai puc expire ho gaya hai,neutral,0.0
"What a coincidence, RdX se gaadi uda di 😮",coincidence rdx se gaadi uda di,neutral,0.0
I really tried hard but I can't start laughing irl kya bnaya content to acha kr lete hr video gali dene se achi ni chalti bhai sch m mza ni aya kch acha bn skta tha yha pr I'll leave this video 📉,really tried hard ca n't start laughing irl kya bnaya content acha kr lete hr video gali dene se achi ni chalti bhai sch mza ni aya kch acha bn skta tha yha pr 'll leave video,negative,-0.3443133333333333
6:01,6 01,neutral,0.0
Orry 3:56 😂😂😂,orry 3 56,neutral,0.0
Neon man 😂😂,neon man,neutral,0.0
New man 😂,new man,positive,0.05454545454545454
I think this video is not for humour less people 😊,think video humour less people,positive,0.21935333333333334
mast bhai,mast bhai,neutral,0.0
https://youtube.com/shorts/ernH4jy9GUI?si=Avnsi4H9O-dFwCQo,,neutral,0.0
❤❤,,neutral,0.0
Car blast before original one ???,car blast original one,positive,0.34092
Sala ye auto dubbing ne mood kharab kar dia h,sala ye auto dubbing ne mood kharab kar dia h,neutral,0.0
Bhale hi film ya web series me aage badho. par ye kaam se log aapko pehchante hai. Isse stop mat karna. Kyu ki isse isse aapko pehchan mili hai.,bhale hi film ya web series aage badho par ye kaam se log aapko pehchante hai isse stop mat karna kyu ki isse isse aapko pehchan mili hai,negative,-0.17759999999999998
Bro predicted,bro predicted,neutral,0.0
Big fan bro i want to work with you 😊,big fan bro want work,positive,0.22907999999999998
Badest,badest,neutral,0.0
Mere me ghatiya english me dub sound aa raha hai😂,mere ghatiya english dub sound aa raha hai,neutral,-0.01333333333333333
Jack Daniels jacket 🤦🏻‍♂️,jack daniels jacket,neutral,0.0
Bhak bhsorik,bhak bhsorik,neutral,0.0
😢😮❤,,neutral,0.0
Video se zyada comments hasa dete hai 😂😂,video se zyada comments hasa dete hai,neutral,0.0
Love you bhai,love bhai,positive,0.58214
Bari jhatu video bhai ❤,bari jhatu video bhai,neutral,0.0
Is bads of youtube part 2 come or not?,bads youtube part 2 come,neutral,0.0
Bhai kya horaa hai ai dubbing kyu hai,bhai kya horaa hai ai dubbing kyu hai,neutral,0.0
"Broo aachi to video h ,❤❤",broo aachi video h,neutral,0.0
"Ek bihar election pr 
Anant singh 
Video",ek bihar election pr anant singh video,neutral,0.0
Abe ye short video 📸🤣 kahan thi,abe ye short video kahan thi,neutral,0.0
https://youtube.com/shorts/DEQhmgfSnl4?si=CsvLNScXwyByj89-,,neutral,0.0
You are the next biggest youtuber in the world❤❤,next biggest youtuber world,neutral,0.0
Bc schmie bomb blast hogya,bc schmie bomb blast hogya,negative,-0.29634
😂😂😂😂😂😂😂,,neutral,0.0
Bhai sach you are the next superstar 🎉🎉🎉🎉🎉❤❤❤❤❤❤ 9:11,bhai sach next superstar 9 11,neutral,0.0
totally wast of time my 28mins,totally wast time 28mins,neutral,0.0
Bakwas,bakwas,neutral,0.0
Carry ❤,carry,neutral,0.0
Maat kr bahan cood maat kr 😅,maat kr bahan cood maat kr,neutral,0.0
8:07  😂😂😂😂😂,8 07,neutral,0.0
Inhi chutiyo ki wajah se aj acche acche log desh chhod rhe h🤝🤝🙏👍,inhi chutiyo ki wajah se aj acche acche log desh chhod rhe h,neutral,0.0
Carry,carry,neutral,0.0
https://youtu.be/-iFivTiHsxs?si=7tKzFzPq4D98pY4T,,neutral,0.0
Bekar he yah wala to😢😢😢,bekar yah wala,neutral,0.0
https://youtube.com/shorts/WIvQbLTlp6I?si=NS3v6ZyxOtott1oA 0:05,0 05,neutral,0.0
Ye kya bawasir hai bhai,ye kya bawasir hai bhai,neutral,0.0
In 27:10 he predict the incidence of lala kila boom bla*st,27 10 predict incidence lala kila boom bla st,neutral,0.0
ChaloFamous hogayii abi paise kamavo 😅 no comedy 😊,chalofamous hogayii abi paise kamavo comedy,positive,0.21672
Lol😂,lol,positive,0.5729
"Bhaii.... Comedy kaha hai .?? Comedy kaha hai,?? 😅😅",bhaii comedy kaha hai comedy kaha hai,positive,0.36744000000000004
Comments Content se zyada Funny hai,comments content se zyada funny hai,positive,0.36424
Bhai elvish lao part 2 .e,bhai elvish lao part 2 e,neutral,0.0
kyaa faltu video he yaar! time waste😒😒,kyaa faltu video yaar time waste,negative,-0.3329
How you guys forecast car blast 2 week earlier?,guys forecast car blast 2 week earlier,neutral,0.0
bro predicted lal killa rdx blast in his video,bro predicted lal killa rdx blast video,neutral,0.0
Kyaa baat hai bhyii Purav ki video kisi ko pasand nahi aayi🙂🙃ess ka mtlb mai akela nahi hu bade creators ke sath bhi ye ho jata hai ek doo video utni funny nahi bann paati 🫠👀,kyaa baat hai bhyii purav ki video kisi ko pasand nahi aayi ess ka mtlb mai akela nahi hu bade creators ke sath bhi ye ho jata hai ek doo video utni funny nahi bann paati,positive,0.36424
"26:42, before 10/11 😂, After 10/11 💀",26 42 10 11 10 11,neutral,0.0
Bhaiya aap wese hi video banao jese aap pehle banate the,bhaiya aap wese hi video banao jese aap pehle banate,neutral,0.0
Purav bhaiya ye wala video accha nhi laga,purav bhaiya ye wala video accha nhi laga,neutral,0.0
Who is the writer 😅😅,writer,neutral,0.0
😂😂,,neutral,0.0
Hindi kyu nhi hora,hindi kyu nhi hora,neutral,0.0
A video mera 3 din main khatam hua be😢 sala jab dekhta hnu neend aa jata hai 😢,video mera 3 din main khatam hua sala jab dekhta hnu neend aa jata hai,positive,0.06666666666666667
Ai voice have no fun,ai voice fun,positive,0.42636
How the fuck this guy knows the car in Delhi will get explode with  the RDX 2 weeks ago,fuck guy knows car delhi get explode rdx 2 weeks ago,negative,-0.48538000000000003
Bhai purav jacket ka url de de kha se li plz,bhai purav jacket ka url de de kha se li plz,neutral,0.04632
Aaj pata chala youtube mai v language change kar sakte hey bolke,aaj pata chala youtube mai v language change kar sakte hey bolke,neutral,0.0
https://youtube.com/shorts/qnvoOYo4yzU?si=o6AOFOF0RtCxeWDZ,,neutral,0.0
6:01 😂😂😂😂😂😂😂,6 01,neutral,0.0
#sagardhamandashorts,sagardhamandashorts,neutral,0.0
Nc,nc,neutral,0.0
👎,,neutral,0.0
भाई video बहोत अच्छा है.... बाकी जिस चीज़ ने आपको यहा पहुंचाया है वो ना भूले.... Keep it up bro....,video keep bro,neutral,0.0
hasi hi nahi aayi,hasi hi nahi aayi,neutral,0.0
"Purav predict 
gaadi uda di rdx lga ke  
Or recent delhi blast",purav predict gaadi uda di rdx lga ke recent delhi blast,neutral,0.0
BHENN COOOOD😂,bhenn cooood,neutral,0.0
One of the bekar video of the year,one bekar video year,neutral,0.0
27:00 bhai ye kal sahi mai hogaya future predict😮,27 00 bhai ye kal sahi mai hogaya future predict,neutral,0.0
20:00 best scene harshu 😂,20 00 best scene harshu,positive,0.7821400000000001
Jhat barabar mja nhin aaya,jhat barabar mja nhin aaya,neutral,0.0
Bhai chuthiyasa laga video,bhai chuthiyasa laga video,neutral,0.0
"watching this video on 11 Nov
at timestamp 26:50 i realised how ahead of time this video was
Iykyk",watching video 11 nov timestamp 26 50 realised ahead time video iykyk,neutral,0.0
I was not expecting this from purav I can't laugh in whole video,expecting purav ca n't laugh whole video,negative,-0.16694
Amazing,amazing,positive,0.59154
"Bhai collaboration mastt thi or purav jha ki vdo to no 1 hoti hi h❤🎉 
Pr bhai ye kaha se ba**ds of bollywood jaisi hai😢 
Expectation 📈☠️
Reality 🙂📉",bhai collaboration mastt thi purav jha ki vdo 1 hoti hi h pr bhai ye kaha se ba ds bollywood jaisi hai expectation reality,neutral,0.0
What is this ai english version,ai english version,neutral,0.0
Thumbnail k karan views aa gaye,thumbnail k karan views aa gaye,neutral,0.0
Gali kyu de rhe ho overacting kar kyu kar rhe ho bhai,gali kyu de rhe ho overacting kar kyu kar rhe ho bhai,neutral,0.0
Kitnaa sponsors video dikhaya 😢,kitnaa sponsors video dikhaya,neutral,0.0
Iska awaz seh hi kuy ha,iska awaz seh hi kuy ha,positive,0.20400000000000001
8:18,8 18,neutral,0.0
Stopped video at CarryMinati's part and decided to check the comment section. I was right!! BC hadh cringe content hai!! 😂😂 I am glad 90% audience agrees.,stopped video carryminati 's part decided check comment section right bc hadh cringe content hai glad 90 audience agrees,positive,0.4213828571428571
Purav ko phle se pta tha rdx laga kr gadi udne wali h 💀,purav ko phle se pta tha rdx laga kr gadi udne wali h,neutral,0.0
Abe english mein ara bc,abe english mein ara bc,neutral,0.0
GouravZone bhai ko support kro bhai us sorav joshi ki trah ghar hi ghar ka vlog nhi chepta rhta bhai content deta hai,gouravzone bhai ko support kro bhai us sorav joshi ki trah ghar hi ghar ka vlog nhi chepta rhta bhai content deta hai,positive,0.24113999999999997
Ek dum bakwaas bas gaali hi content hai,ek dum bakwaas bas gaali hi content hai,neutral,0.0
26/54 sec bhai dark hogya today 10nov bomb blast in delhi 😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫,26 54 sec bhai dark hogya today 10nov bomb blast delhi,negative,-0.34634
Bro can  replace anything except alof ar,bro replace anything except alof ar,neutral,0.0
Is this only me who's hearing english translation?😢,'s hearing english translation,neutral,0.0
where is amit badhana ?? if u mentioned clean content then i think he must be the part of this video purav...,amit badhana u mentioned clean content think must part video purav,positive,0.38780666666666663
But Who are you,,neutral,0.0
Purvaj never disappoint but this time he did.,purvaj never disappoint time,positive,0.18534
At first I was like let just watch it but when I started watching I was like why did I even started ...full of uncessary abusive language.....u think that u just abuse and ppl will like it  means u will do any kind of  nonesense and ppl will support u ...I think every person should understand that we shouldn't do  those things which are beyond the lines and really ur video was such a waste ...and if u still wants to abuse then abuse infront of ur parents then u got know how embarassing it is,first like let watch started watching like even started full uncessary abusive language u think u abuse ppl like means u kind nonesense ppl support u think every person understand n't things beyond lines really ur video waste u still wants abuse abuse infront ur parents u got know embarassing,negative,-0.41696666666666665
Accha acting kutta ne kiya hai 😅,accha acting kutta ne kiya hai,neutral,0.0
11:42 11:43 once Lakshya Chaudhary said!!🤧🔪,11 42 11 43 lakshya chaudhary said,neutral,0.0
Bhai ram ram dekh bhai mujhe bhi tumhare sath kam krna h ho sake toh ek bar msg kr do ram ram,bhai ram ram dekh bhai mujhe bhi tumhare sath kam krna h ho sake toh ek bar msg kr ram ram,neutral,0.0
"According to purav jha 
Comedy=gandi se gandi galiya",according purav jha comedy gandi se gandi galiya,positive,0.21672
Teri galiya kam kar de yar bas,teri galiya kam kar de yar bas,neutral,0.0
Hug diya h be is baar tmne,hug diya h baar tmne,positive,0.28602
Woh wala maaza nehi aya,woh wala maaza nehi aya,neutral,0.0
How to watch this video in hindi?,watch video hindi,neutral,0.0
Ye mere saath hi ho rha h kya download krne par y vidio english me aa rhi h 😂,ye mere saath hi ho rha h kya download krne par vidio english aa rhi h,negative,-0.1
15:30 bhai original kya tha iska btao😂,15 30 bhai original kya tha iska btao,positive,0.34092
Purav jha our brahman lion ❤,purav jha brahman lion,neutral,0.0
Bhai ALOF ke sath Collab kar,bhai alof ke sath collab kar,neutral,0.0
I'm back,'m back,neutral,0.0
Bc ye auto dubb kyu ho rhi h,bc ye auto dubb kyu ho rhi h,neutral,0.0
You miss 3 legends r2h🙌,miss 3 legends r2h,negative,-0.09186000000000001
"Watch griselda 2:52:11 you will see purav jha in yellow tshirt in the car,trust me❤",watch griselda 2 52 11 see purav jha yellow tshirt car trust,positive,0.30636
Ye video english me kyu he??,ye video english kyu,neutral,0.0
21:37 ,21 37,neutral,0.0
Why english..,english,neutral,0.0
Why is it in English,english,neutral,0.0
Chlo bhai ab lgta h Moto vlogging chor k kuch bakchodi he Krte hai 😂( kuki wo jyada acha se aata h hmko ) support kr dena aap log v ❤,chlo bhai ab lgta h moto vlogging chor k kuch bakchodi krte hai kuki wo jyada acha se aata h hmko support kr dena aap log v,positive,0.24113999999999997
elvish bhai ki kami thi,elvish bhai ki kami thi,neutral,0.0
1 num ki bekar video,1 num ki bekar video,neutral,0.0
😅,,neutral,0.0
❤,,neutral,0.0
Gourav zone 🎊 🎉,gourav zone,neutral,0.0
Purav's comment section looks like Arjun Kapoor's comment section 😂,purav 's comment section looks like arjun kapoor 's comment section,positive,0.21672
Bihari,bihari,neutral,0.0
Bhai amit bhai ko dhundta raha main yar,bhai amit bhai ko dhundta raha main yar,positive,0.06666666666666667
Vote for tmkoc parody ❤,vote tmkoc parody,neutral,0.0
Bhai jhant jaisa tera content tha purv,bhai jhant jaisa tera content tha purv,neutral,0.0
Me to vedio dekhne aaya tha comments dekh ke maan mar gyaa 😂,vedio dekhne aaya tha comments dekh ke maan mar gyaa,neutral,0.0
19:43 kon hai ye,19 43 kon hai ye,neutral,0.0
Ye carry mall kyu nahi jata,ye carry mall kyu nahi jata,neutral,0.0
"Bro,, please make sketch video of lalu yadav,, at least a shorts",bro please make sketch video lalu yadav least shorts,positive,0.07091999999999998
11:45 😂,11 45,neutral,0.0
Bhai meri AI audio arhe ha,bhai meri ai audio arhe ha,positive,0.20400000000000001
Bhai background music 😊,bhai background music,neutral,0.0
Please turn off Auto Dubbing 😑,please turn auto dubbing,positive,0.19091999999999998
👎🏻👎🏻,,neutral,0.0
Vote for bhabhiji ghar par h parody video,vote bhabhiji ghar par h parody video,neutral,0.0
8:04 no azaz khan harmed😂😂,8 04 azaz khan harmed,negative,-0.28602
5:21 ohhh bhai😂😂,5 21 ohhh bhai,neutral,0.0
"Am i the only one jisko hasi nahi aayi puri video mein,,,,,jabran ke acting aur dialogues hain😒😒",one jisko hasi nahi aayi puri video mein jabran ke acting aur dialogues hain,neutral,0.0
"How to listen in original audio? Option is not there to change..
Please help anyone..",listen original audio option change please help anyone,positive,0.5958
19:10,19 10,neutral,0.0
One think is like jadu is still in touch with ashish chalchalni is really😮,one think like jadu still touch ashish chalchalni really,positive,0.29672
"Gussa aaya ,nind aayi,alas aaya ,bas Hansi nhi aayi😢",gussa aaya nind aayi alas aaya bas hansi nhi aayi,negative,-0.32392
"Hello Purav jha , can you mention my name — Abhay Jurri — in your upcoming video? Everyone, vote publicly! ❤❤❤",hello purav jha mention name abhay jurri upcoming video everyone vote publicly,neutral,0.0
This is youtube's adipurush,youtube 's adipurush,neutral,0.0
5:21 was unexpected... seriously man kisi ko toh choor do  😂😂😂,5 21 unexpected seriously man kisi ko toh choor,negative,-0.15340666666666666
Bro I lost my laugh😭,bro lost laugh,positive,0.31092
"Kya to bhi hai ye 
Hasne ki koshish bhi nhi ho paa rhi h😫",kya bhi hai ye hasne ki koshish bhi nhi ho paa rhi h,neutral,0.0
Watching while father is behind me!!😢,watching father behind,negative,-0.16000000000000003
Chalata pherata ai ho bhai,chalata pherata ai ho bhai,neutral,0.0
Getting lame,getting lame,negative,-0.45289999999999997
"Bro, why I can’t listen to this video in the actual Hindi language, I don’t know why it’s translating itself in the English with the subtitles",bro listen video actual hindi language know translating english subtitles,neutral,0.0
"Everything apart but Kadambadi is really irreplicable. Vote for ""Daru With Dad"" 👽",everything apart kadambadi really irreplicable vote daru dad,positive,0.08000000000000002
Ye video english me kyu hai,ye video english kyu hai,neutral,0.0
Puppets ep 3 lao bhai 😭,puppets ep 3 lao bhai,neutral,0.0
Video wasn't even worth my SURRRR....,video n't even worth surrrr,neutral,0.018299999999999997
Kabhi to decent kam karo,kabhi decent kam karo,positive,0.06666666666666667
20rs me 400ml mountain dew jada mountain dew jada himaat,20rs 400ml mountain dew jada mountain dew jada himaat,neutral,0.0
Yarr mere to English me aa raha hai,yarr mere english aa raha hai,negative,-0.1
Don't say the car on rent gj 06,n't say car rent gj 06,positive,0.27527999999999997
Bhai sahab Marvel 😂😂,bhai sahab marvel,positive,0.25289999999999996
Bhai language English aa rhi h yrr😅,bhai language english aa rhi h yrr,neutral,0.0
BMW ka Garib blogger Ko Main bhi kabhi nahin dekha,bmw ka garib blogger ko main bhi kabhi nahin dekha,positive,0.06666666666666667
Bhaii video ki language auto mein English Par Hai,bhaii video ki language auto mein english par hai,neutral,0.0
Yeh audio ka kya scene hai,yeh audio ka kya scene hai,neutral,0.0
😂😂😂😂,,neutral,0.0
