Comment,Cleaned,Sentiment,Score
"In India approx 149 crore poor and middle class people are going to die without any dignity soon and Education will not give you a Respectful Life .

Hurun rich List of 2025 india shows the Country is Ruled by 1700 kings the Elites of India who are having nexus with Politicians Bureaucrats , Justice's and Judges and Mass Media 
 total approximately 1 lakh people are King and masters in India rest everyone are Slaves .

It's a crime that slaves Reproduce or procreate 
Those who are Reproducing are real criminals doing crime against new borns 
But the people in Lust and by seeing useless society just Reproduce in India .
Government must reward those who are not Reproducing

In next 1 year 99%Youths from age 21 to 40 will remain unemployed for their rest of life or after having degrees and better academics will forced to work as Blue collar worker because the Billionaires are now the King. 
India is on path of  civil war .

India is right now Capital of Educated Qualified degree holder Unemployed Youths

Corruption and Nepotism is what India offers to the world .

India is Ruled by Dictators with nexus of  Politicians,Bureaucrats, Justices ,Mass Media and Billionaires.

Now the season of Marriages are coming , 
India is still stucked in useless things of Marriage and Reproduction.
This is mostly visible in Rural rustic population while the educated degreedholders are Unemployed in India .
You can say anything but brainless people still busy in Reproduction .

E20 is one of  the biggest scam done by the traitor Nitin Gadkari for his useless Sons under name of cian agro companies .
Zero benefits is given to users and in return hurts  the engine of every vehicle running on internal combustion engine .
 
In India those who are Reproducing must be declared Traitors and hunt them down 
Because India have resources by which maximum 10 crore population can lead a Dignified life so it's time Reproduction must be declared Criminal offence under NSA and Waging war against State.

You people don't know Uneducated filthy Politicians their kith and kins along with Excessive Corrupt bureaucracy,  Higher judiciary and Mass Media along with Newspapers are working only for 1 lakh people who are Owners of This Country. 

The poorest of poor that are 83 crore Ration takers are equivalent to insects and if you give them more support they will Reproduce like Insects .

India is a failed State it has become Capital of Educated qualified degreedholder Unemployed Youths from age 25 to 40 years .
Just because of Lustful  Reproduction 
Along with the Government willfully allowing Illegal migrants for their politics .


Nothing will change because nexus is running in India since 1947 this nexus has hierarchy Crony Capitalists , Politicians ,bureaucrats,  Government officials specially Government lecturers professors Vice chancellors Governors,  Higher Judiciary,  Police and paramilitary,  Armed forces , 
Doctors specially MBBS degree holders and then Andhbhakts taking money from Goons Called Politicians 
The system is failed Public service commissions whether of Union or all the states in India are completely Compromised and dipped in extreme corruption 
all constitutional institutions are prejudice
 only option for 66%Youths is  REVOLUTION


And other thing is that the 
Government Lecturers, professors ,vice chancellors ,deans, principals, proctors in Government colleges and universities are appointed by giving bribes then these sordid filthy goons just satisfy their ego by doing mental harassment of Male students in Universities and colleges
Including IIT IIM central and state Universities they must be mutilated and their families too must be subject to genocide is only option for these Idiots in india.



In india the rustic males and females from small villages town city come to Metro cities start licking boots of these goons teachers or Government goons and destroy the complete beauty of Metro cities
The land cost in metro city must be minimum 10 thousand rupees per square foot.",india approx 149 crore poor middle class people going die without dignity soon education give respectful life hurun rich list 2025 india shows country ruled 1700 kings elites india nexus politicians bureaucrats justice 's judges mass media total approximately 1 lakh people king masters india rest everyone slaves 's crime slaves reproduce procreate reproducing real criminals crime new borns people lust seeing useless society reproduce india government must reward reproducing next 1 year 99 youths age 21 40 remain unemployed rest life degrees better academics forced work blue collar worker billionaires king india path civil war india right capital educated qualified degree holder unemployed youths corruption nepotism india offers world india ruled dictators nexus politicians bureaucrats justices mass media billionaires season marriages coming india still stucked useless things marriage reproduction mostly visible rural rustic population educated degreedholders unemployed india say anything brainless people still busy reproduction e20 one biggest scam done traitor nitin gadkari useless sons name cian agro companies zero benefits given users return hurts engine every vehicle running internal combustion engine india reproducing must declared traitors hunt india resources maximum 10 crore population lead dignified life 's time reproduction must declared criminal offence nsa waging war state people n't know uneducated filthy politicians kith kins along excessive corrupt bureaucracy higher judiciary mass media along newspapers working 1 lakh people owners country poorest poor 83 crore ration takers equivalent insects give support reproduce like insects india failed state become capital educated qualified degreedholder unemployed youths age 25 40 years lustful reproduction along government willfully allowing illegal migrants politics nothing change nexus running india since 1947 nexus hierarchy crony capitalists politicians bureaucrats government officials specially government lecturers professors vice chancellors governors higher judiciary police paramilitary armed forces doctors specially mbbs degree holders andhbhakts taking money goons called politicians system failed public service commissions whether union states india completely compromised dipped extreme corruption constitutional institutions prejudice option 66 youths revolution thing government lecturers professors vice chancellors deans principals proctors government colleges universities appointed giving bribes sordid filthy goons satisfy ego mental harassment male students universities colleges including iit iim central state universities must mutilated families must subject genocide option idiots india india rustic males females small villages town city come metro cities start licking boots goons teachers government goons destroy complete beauty metro cities land cost metro city must minimum 10 thousand rupees per square foot,negative,-0.6375115824915825
Bhari 😂😂😂😂,bhari,neutral,0.0
😂😂😂,,neutral,0.0
Relatable bro,relatable bro,neutral,0.0
"Bro , too good!! 😂😭",bro good,positive,0.54424
🎉,,neutral,0.0
Mja aagya🔥🤣🤣,mja aagya,neutral,0.0
https://youtu.be/1ovJVxwB38I?si=yW8wQmfeQ4Cjv9SC,,neutral,0.0
Goddd am gonna enter Corporate world and u are already Making me traumatized 😢🤧😂😂😂,goddd gon na enter corporate world u already making traumatized,negative,-0.24113999999999997
Brilliant ❤,brilliant,positive,0.7115400000000001
19:43😂😂,19 43,neutral,0.0
😂😂😂,,neutral,0.0
12:19 12:23 f,12 19 12 23 f,neutral,0.0
😂😂😂😂😂,,neutral,0.0
Peak COMEDYYYY 🤣🤣🤣,peak comedyyyy,neutral,0.0
Nice yaar kya baat h,nice yaar kya baat h,positive,0.49289999999999995
Regards....,regards,neutral,0.0
Not even a single dull moment .. too good!!,even single dull moment good,positive,0.07588063492063492
"1.  I will be IT Engineer with very high package
2. In Next 4 year 50Cr will be in my bank account
3. I will be most powerful person of word that world never witnness ever.
4. I will be doing foreign trip in next 4 years
5. I will have around 15 +gov jobs offer
6. I will be richest person of world
7. world most fomous will come in my marraige
8. my marriage will be one of the biggest event in country .
9. i will be very help to the people
10. i will build my self like that i can change the shape of country with my decisions  
11. my past regret will come to me to say sorry please forgive me",1 engineer high package 2 next 4 year 50cr bank account 3 powerful person word world never witnness ever 4 foreign trip next 4 years 5 around 15 gov jobs offer 6 richest person world 7 world fomous come marraige 8 marriage one biggest event country 9 help people 10 build self like change shape country decisions 11 past regret come say sorry please forgive,positive,0.5123257142857143
0:29 after deleting auto english dub 😂❤,0 29 deleting auto english dub,neutral,0.0
"I got a life!
Andar se khokle ho aap😂😂😂",got life andar se khokle ho aap,neutral,0.0
2:00 lingasan pose😂,2 00 lingasan pose,neutral,0.0
Hasna tha khy beta,hasna tha khy beta,neutral,0.0
5:48 BIG 3 ( NARUTO 🗿 ONE PIECE 🗿BLEACH 🗿),5 48 big 3 naruto one piece bleach,neutral,0.0
Hilarious ❤,hilarious,positive,0.44114
Akash gupta best of best ❤,akash gupta best best,positive,0.9133
"Aakash , your sense of humour 😂😂❤",aakash sense humour,positive,0.28602
Regards 😌,regards,neutral,0.0
Ye auto dubbed kese hatega😭😭😭😭,ye auto dubbed kese hatega,neutral,0.0
Auto dubbed off karne ka option nhi aaraha hai,auto dubbed karne ka option nhi aaraha hai,neutral,0.0
Outstanding 👍,outstanding,positive,0.56744
"Mujhe lga last me ye kon aa gya googles Dale mst 
Phir dekha ye to aakash(labour) hi h😂😂",mujhe lga last ye kon aa gya googles dale mst phir dekha ye aakash labour hi h,neutral,0.0
Watching this while going to office hits different 😂,watching going office hits different,neutral,0.0
That twist was unexpected!,twist unexpected,neutral,0.04000000000000001
Expression king,expression king,neutral,0.0
"🤣🤣🤣🤣🤣🤣hilarious broo ,you nailed ittttt",hilarious broo nailed ittttt,positive,0.44114
lovedd itt ahhha,lovedd itt ahhha,neutral,0.0
Bhai itni late video mat dala karo naaa!!! I love your Chann pls try 🙏❤️♾️,bhai itni late video mat dala karo naaa love chann pls try,positive,0.4423
lots of love from Pakistan! kindly make more videos Akash im always in a wait of your videos.. you are doing phenomenon job MASHA'ALLAH ! May you acheive more n more <3,lots love pakistan kindly make videos akash im always wait videos phenomenon job masha'allah may acheive n 3,positive,0.70756
"Plz let me know when you are coming to Bangalore 😂, i want to attend your live show",plz let know coming bangalore want attend live show,positive,0.14640545454545456
Lol I am an HR but still enjoying this 🤣,lol hr still enjoying,positive,0.70106
Gaya lota me tour kariga kya,gaya lota tour kariga kya,neutral,0.0
Regards,regards,neutral,0.0
The best comedian 🙏🏻🙏🏻❤️,best comedian,positive,0.86698
Ye audio track ka virus 🦠 akash Gupta baki videos par bhi fel gya hai,ye audio track ka virus akash gupta baki videos par bhi fel gya hai,neutral,0.0
Regardsss 😂😂🤣🤣🤣🤣,regardsss,neutral,0.0
AR wale 😂😂😂,ar wale,neutral,0.0
Bapp ko Yo yo jankapuri bola tha isne,bapp ko yo yo jankapuri bola tha isne,neutral,0.0
Hat gaya vo feature 🎉🎉,hat gaya vo feature,neutral,0.0
"How to listen in original audio? Option is not there to change..
Please help anyone..",listen original audio option change please help anyone,positive,0.5958
Bohot maja aya bhaiya 😂,bohot maja aya bhaiya,neutral,0.0
Ab mai kisi bhi meeting se pahle ye dekh k jaugi taki boss bolta rhe aur mujhe fark hi na pde 😂😂😂,ab mai kisi bhi meeting se pahle ye dekh k jaugi taki boss bolta rhe aur mujhe fark hi na pde,neutral,0.0
tuje shee mein lgta hai ye comedy hai.....bilkul ghatiya,tuje shee mein lgta hai ye comedy hai bilkul ghatiya,positive,0.21672
Loved it❤,loved,positive,0.63964
Finally Channel Password 🔑 recovered successfully 😊,finally channel password recovered successfully,positive,0.44634
Mind-blowing 😂,mind blowing,neutral,0.0
The way Akash acts during standup gives me vibe legend Late Raju Shrivastava ji 🙂,way akash acts standup gives vibe legend late raju shrivastava ji,negative,-0.12
I smiled the whole way through.,smiled whole way,positive,0.48538000000000003
Imagine his boss watching this 😂😂😂,imagine boss watching,neutral,0.0
Omg hilqrious 😂😂😂,omg hilqrious,neutral,0.0
Reel ke baad aagaya,reel ke baad aagaya,neutral,0.0
Bakwas content hai. Corporate topic pe toh kaafi ache chutkule ban sakte hai.,bakwas content hai corporate topic pe toh kaafi ache chutkule ban sakte hai,negative,-0.44105999999999995
"'Raat paune 2 baje'(in big boss show voice)
Akash - Ha ab password yaad agya, video dal deta hu!",'raat paune 2 baje ' big boss show voice akash ha ab password yaad agya video dal deta hu,positive,0.20400000000000001
I swear I didn't pretend. It was natural laughter ,swear n't pretend natural laughter,negative,-0.29810000000000003
Good to see that u are back sky ❤🎉,good see u back sky,positive,0.40423999999999993
"with all those stories he shared,  one can tell that these are these are real experiences, and this is frightening, ki mera bhi yehi halat hoga, jab job lage gi",stories shared one tell real experiences frightening ki mera bhi yehi halat hoga jab job lage gi,negative,-0.18137999999999999
Why I am getting the is in english i want in hindi,getting english want hindi,neutral,0.04632
Bhai english mai kyu araha hai??,bhai english mai kyu araha hai,neutral,0.0
Bloody english dub on download 😂,bloody english dub download,negative,-0.42424
Bhai thought big 4 or Deloitte is best but reality is 😢,bhai thought big 4 deloitte best reality,positive,0.58214
😂😂😂😂😂,,neutral,0.0
Kya baat hai bro 😂,kya baat hai bro,neutral,0.0
Bdiyaaa hogyaaaaa❤❤😂😂😂,bdiyaaa hogyaaaaa,neutral,0.0
The best video i ever watched in my entire life😂😂,best video ever watched entire life,positive,0.58214
Agar audience ko auto dubbing band krna nahi Aa paa rha hai to kya gawar audience hai bhaaiii,agar audience ko auto dubbing band krna nahi aa paa rha hai kya gawar audience hai bhaaiii,neutral,0.0
😂,,neutral,0.0
"pure laughter, truly needed this and enjoyed well this 24mins of great life. thanks Aakash.",pure laughter truly needed enjoyed well 24mins great life thanks aakash,positive,0.7445485714285713
Seriously utni bekar me English suit nhi krti aap pr,seriously utni bekar english suit nhi krti aap pr,negative,-0.17340666666666665
8:30,8 30,neutral,0.0
He started with truth 😂😂😂,started truth,positive,0.19091999999999998
😂😂😂,,neutral,0.0
bhai kabhi himachal bhi ao,bhai kabhi himachal bhi ao,neutral,0.0
❤❤❤❤❤no words to describe..... ❤❤❤❤❤,words describe,neutral,0.0
Jabardast bhai 😂😂😂😂,jabardast bhai,neutral,0.0
😃,,neutral,0.0
"21:00 could have added a salary comparison joke with laborers and, driver along with labours molesting Akash for that too 😂😂",21 00 could added salary comparison joke laborers driver along labours molesting akash,negative,-0.22907999999999998
Audit associate 😂😂.... I know your struggle man .....,audit associate know struggle man,negative,-0.19091999999999998
Still there is an English audio track,still english audio track,neutral,0.0
100% Authentic,100 authentic,positive,0.2
Love it bro ❤,love bro,positive,0.58214
Toll gate gaya 😂,toll gate gaya,neutral,0.0
😂😂,,neutral,0.0
Chutia autodubb 🤡,chutia autodubb,neutral,0.0
yeah,yeah,positive,0.17759999999999998
Assam ao bhai,assam ao bhai,neutral,0.0
Thank you for making my stressful day ......end with bharpur laughter 😂😂😂,thank making stressful day end bharpur laughter,positive,0.20400000000000001
"Are u a corporate worker - No 
Did u watch the full video - yessssss😂",u corporate worker u watch full video yessssss,positive,0.06999999999999999
❤❤❤❤❤😂😂😂😂😂,,neutral,0.0
ending was good,ending good,positive,0.54424
Regards from Pakistan 😂😂,regards pakistan,neutral,0.0
Hum medical walo ko to promotion bhi nhi mil rha 🤣🤣,hum medical walo ko promotion bhi nhi mil rha,neutral,0.0
bro yu are too goooood man,bro yu goooood man,neutral,0.0
Bhai yeh 13 din baad kyu dikhi feed mein 😭,bhai yeh 13 din baad kyu dikhi feed mein,neutral,0.0
Bhai tu CA hai?,bhai tu ca hai,neutral,0.0
BIG 4 MEIN MAINE BHI KAAM KIYA HAI AND EK DIN MEIN BHI CROREPATI BANUNGI MUJHE AASHIRVAAD DO AAKASH ❤,big 4 mein maine bhi kaam kiya hai ek din mein bhi crorepati banungi mujhe aashirvaad aakash,neutral,0.0
